OTUID,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,Domain,Phylum,Class,Order,Family,Genus,Species
OUT_807,0,1,0,3,0,0,1,0,1,1,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planomicrobium,uncultured bacterium
OUT_808,0,0,1,0,0,2,0,1,1,2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,uncultured compost bacterium
OUT_809,0,0,0,3,0,0,0,4,0,0,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,uncultured Acidobacteria bacterium
OUT_810,1,1,0,1,3,0,0,0,1,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,uncultured bacterium
OUT_811,2,1,0,0,0,1,2,0,1,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp.
OUT_812,0,0,0,3,1,0,0,1,0,2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thermoamylovorans
OUT_813,2,0,1,3,0,0,0,0,0,1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,uncultured compost bacterium
OUT_814,1,3,0,0,0,0,2,0,1,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,uncultured bacterium
OUT_815,0,1,1,1,1,0,0,1,1,1,Bacteria,Firmicutes,Bacilli,Bacillales,Family XII,Exiguobacterium,uncultured bacterium
OUT_816,0,0,0,1,0,4,0,2,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,uncultured bacterium
OUT_817,3,0,1,1,0,0,2,0,0,0,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,uncultured bacterium
OUT_818,1,0,1,0,1,2,1,0,0,1,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus agaridevorans
OUT_819,0,0,1,0,0,0,1,0,5,0,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,uncultured bacterium
OUT_820,0,2,0,0,1,0,0,3,1,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia haematophila
OUT_821,0,0,0,4,0,1,0,1,0,1,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
OUT_822,1,0,0,3,2,0,0,0,0,1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus clausii
OUT_823,2,0,0,0,1,3,1,0,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp. AS21
OUT_824,0,3,0,0,0,1,3,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Xanthomonas sp. TB8-9-II
OUT_825,0,1,1,1,0,0,0,1,1,2,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,uncultured bacterium
OUT_826,0,0,2,0,0,0,0,0,3,2,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,uncultured bacterium
OUT_827,0,2,0,0,1,3,0,0,1,0,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,uncultured bacterium
OUT_828,1,2,0,1,1,1,0,1,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,uncultured bacterium
OUT_829,0,1,0,0,0,1,0,2,1,2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,uncultured compost bacterium
OUT_830,0,1,2,0,0,1,3,0,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,uncultured bacterium
OUT_831,0,0,0,1,1,1,1,0,1,2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Firmicutes bacterium M71_S54
OUT_832,0,2,0,0,1,1,3,0,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sepulcri
OUT_833,0,0,0,5,0,0,0,2,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteibacter,uncultured bacterium
OUT_834,0,0,4,0,2,0,0,0,0,1,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,uncultured bacterium
OUT_835,1,1,1,0,0,1,0,0,3,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,uncultured marine bacterium
OUT_836,2,1,1,0,1,1,0,0,1,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Skermanella,Skermanella xinjiangensis
OUT_837,2,0,0,0,1,0,2,1,1,0,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Arcticibacter,uncultured bacterium
OUT_838,0,0,1,0,2,0,0,1,2,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Martelella,Martelella sp. AD-3
OUT_839,2,0,0,1,1,0,0,1,2,0,Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Sporolactobacillus,uncultured bacterium
OUT_840,1,0,0,3,1,1,0,0,0,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. Q54
OUT_841,1,0,1,0,0,0,0,0,4,1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,uncultured bacterium
OUT_842,0,0,0,1,0,2,0,1,1,2,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sphingopyxis sp. YPTGXN13
OUT_843,2,0,1,0,0,1,2,0,0,1,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,bacterium enrichment culture clone NCAAH 30A5
OUT_844,0,2,0,0,0,0,5,0,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,uncultured bacterium
OUT_845,0,0,2,0,0,1,0,0,2,1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. KAR7
OUT_846,2,0,1,0,0,0,2,1,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. RITF1022
OUT_847,1,0,0,1,0,0,2,1,1,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,uncultured bacterium
OUT_848,0,0,5,0,0,0,0,0,0,1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,uncultured Sphingobium sp.
OUT_849,0,0,0,0,0,3,1,0,2,0,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,uncultured bacterium
OUT_850,2,0,0,1,2,0,0,0,1,0,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,uncultured bacterium
OUT_851,2,0,0,0,0,3,0,0,0,1,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomycetaceae bacterium WMMB 665
OUT_852,0,0,0,2,0,3,1,0,0,0,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,unidentified
OUT_853,2,1,0,0,0,1,0,1,0,1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured bacterium
OUT_854,1,1,0,1,0,0,0,1,1,1,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,uncultured bacterium
OUT_855,0,2,1,0,2,0,1,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured Sphingomonas sp.
OUT_856,0,0,0,2,1,0,1,1,0,1,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,uncultured Nitrospiraceae bacterium
OUT_857,0,1,1,2,0,1,1,0,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira,uncultured bacterium
OUT_858,0,0,0,1,2,2,0,1,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Novosphingobium sp. HME8651
OUT_859,0,0,1,1,1,1,0,0,1,1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. S3-161
OUT_860,0,0,0,3,0,0,1,0,1,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,uncultured bacterium
OUT_861,0,0,0,1,0,1,4,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured Sphingomonas sp.
OUT_862,0,1,1,1,0,0,1,2,0,0,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,Aeromicrobium massiliense JC14
OUT_863,0,1,0,1,2,1,0,0,1,0,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp. MWE-A38
OUT_864,1,1,2,0,0,1,0,0,0,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer,Bartonella sp. TFC2
OUT_865,0,0,0,0,2,1,1,1,0,1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. hswX147
OUT_866,0,0,0,4,1,1,0,0,0,0,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,uncultured bacterium
OUT_867,0,2,0,0,1,0,1,1,0,1,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,uncultured bacterium
OUT_868,2,0,0,1,0,0,3,0,0,0,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,unidentified eubacterium K44
OUT_869,0,0,0,1,0,0,0,2,3,0,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Adhaeribacter,uncultured bacterium
OUT_870,0,2,1,0,0,1,1,0,1,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus psychrosaccharolyticus
OUT_871,2,0,0,2,1,0,1,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,uncultured bacterium
OUT_872,0,0,1,4,0,0,0,1,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus sp. V1W70BlkI
OUT_873,0,0,0,0,2,2,2,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,Microvirga lupini
OUT_874,1,1,0,0,2,1,1,0,0,0,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Agromyces,uncultured Microbacteriaceae bacterium
OUT_875,0,0,1,0,1,2,0,1,0,1,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptosporangium sp. sd-66
OUT_876,1,0,2,0,0,0,0,0,1,2,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Niastella,uncultured Bacteroidetes bacterium
OUT_877,0,0,0,5,0,0,0,1,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Rhodanobacter,uncultured bacterium
OUT_878,0,1,3,0,0,1,1,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,uncultured bacterium
OUT_879,0,0,2,1,0,0,0,2,0,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,uncultured bacterium
OUT_880,1,2,0,0,0,0,0,2,1,0,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces phaeochromogenes
OUT_881,3,1,0,0,0,1,0,0,0,1,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Aneurinibacillus,uncultured bacterium
OUT_882,0,0,1,0,3,0,1,0,0,1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured bacterium
OUT_883,0,0,0,0,2,1,0,1,2,0,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Thermoactinomyces,uncultured bacterium
OUT_884,0,5,0,0,0,0,1,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,uncultured bacterium
OUT_885,0,0,0,0,0,0,0,6,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp. Tibet-IB15
OUT_886,1,1,1,0,0,1,0,0,2,0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured bacterium
OUT_887,2,1,0,2,0,0,0,0,1,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. CNJ843 PL04
OUT_888,1,1,0,2,0,0,0,1,0,1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,uncultured bacterium
OUT_889,0,1,0,0,2,1,0,1,0,1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus ginsengihumi
OUT_890,0,1,0,0,0,1,2,1,1,0,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces fradiae
OUT_891,2,0,0,1,1,1,1,0,0,0,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,uncultured actinobacterium
OUT_892,0,0,1,0,1,1,1,1,0,1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Citricoccus,Arthrobacter sp. VP3
OUT_893,0,0,1,0,0,0,0,1,0,4,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium thermoresistibile
OUT_894,1,0,0,0,5,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Rhodanobacter,uncultured bacterium
OUT_895,1,1,0,0,0,1,1,1,1,0,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Bogoriellaceae,Georgenia,Georgenia sp. ITT12
OUT_896,0,0,0,1,0,0,2,0,3,0,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,uncultured Mycobacterium sp.
OUT_897,0,1,0,1,0,0,1,1,1,1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,uncultured bacterium
OUT_898,0,0,0,2,0,1,1,1,1,0,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. I08A-00376
OUT_899,0,0,3,0,0,0,1,1,0,1,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. 19504
OUT_900,0,2,0,0,2,0,1,0,0,1,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces melanosporofaciens
OUT_901,2,1,0,0,1,0,1,0,0,1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus,Virgibacillus sp. DV2-2
OUT_902,0,0,0,3,1,0,0,1,1,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,uncultured bacterium
OUT_903,1,1,0,1,0,1,0,1,1,0,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces nogalater
OUT_904,1,0,0,0,1,1,0,0,2,1,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,uncultured bacterium
OUT_905,1,2,0,0,1,0,1,0,0,1,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium sp. JC3,Clostridium sp. JC3
OUT_906,0,1,1,0,1,0,1,1,1,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. ISO_06_Kulunda
OUT_907,0,1,1,0,2,1,0,0,0,1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,uncultured bacterium
OUT_908,0,1,0,0,0,0,0,3,2,0,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. M7
OUT_909,0,2,1,0,0,0,0,0,0,3,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. SES33
OUT_910,2,0,0,0,1,1,1,0,1,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus massiliosenegalensis JC6
OUT_911,0,0,1,2,1,1,1,0,0,0,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Lysinimonas,uncultured bacterium
OUT_912,1,1,0,0,0,1,0,0,2,1,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,Roseiflexus,uncultured compost bacterium
OUT_913,0,1,1,0,1,0,2,0,1,0,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,uncultured bacterium
OUT_914,1,1,0,2,1,0,0,0,1,0,Bacteria,Firmicutes,Bacilli,Bacillales,Family XII,Exiguobacterium,bacterium ODC-2
OUT_915,1,3,0,1,0,0,1,0,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus granivorans
OUT_916,0,0,6,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Salinicola,Salinicola sp. P89
OUT_917,2,0,0,1,0,0,0,0,1,2,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura,Actinomadura sp. new-30-5s-4-5
OUT_918,0,1,1,0,0,1,2,1,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,uncultured Novosphingobium sp.
OUT_919,1,0,0,0,1,2,1,0,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,uncultured bacterium
OUT_920,0,2,0,0,0,0,1,0,0,2,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,uncultured actinobacterium
OUT_921,1,0,1,0,0,1,0,0,1,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,uncultured bacterium
OUT_922,1,0,1,1,0,1,0,0,1,0,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,uncultured Xanthomonadaceae bacterium
OUT_923,0,1,0,2,2,0,0,0,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,uncultured bacterium
OUT_924,2,0,0,0,1,1,0,1,0,0,Bacteria,Acidobacteria,Acidobacteria,Subgroup 3,Unknown Family,Bryobacter,uncultured Acidobacteria bacterium
OUT_925,0,0,0,0,0,1,0,0,4,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,uncultured bacterium
OUT_926,2,0,0,0,0,1,0,0,0,2,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured bacterium
OUT_927,3,0,1,0,0,0,0,0,1,0,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. K4 TET
OUT_928,0,2,0,0,0,1,1,0,0,1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,uncultured actinobacterium
OUT_929,0,0,0,0,5,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,uncultured Saccharospirillum sp.
OUT_930,0,1,0,0,0,0,4,0,0,0,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. 05-Be-043
OUT_931,0,0,0,1,0,0,0,1,1,2,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. Ka72
OUT_932,0,0,0,0,2,0,0,1,2,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylosinus,uncultured alpha proteobacterium
OUT_933,0,0,1,0,1,2,1,0,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,unidentified
OUT_934,4,0,0,1,0,0,0,0,0,0,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,uncultured bacterium
OUT_935,2,0,0,0,2,0,0,0,1,0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,uncultured bacterium
OUT_936,0,1,0,0,0,1,3,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. XBGRA1
OUT_937,0,0,0,2,1,0,0,1,1,0,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. PENDO-1790
OUT_938,1,0,0,1,0,1,0,1,0,1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,uncultured bacterium
OUT_939,1,0,1,1,0,1,0,0,0,1,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,uncultured bacterium
OUT_940,0,2,1,1,0,0,0,1,0,0,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Flavisolibacter,uncultured Bacteroidetes bacterium
OUT_941,2,0,0,0,0,0,3,0,0,0,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Chitinophaga,Chitinophaga pinensis DSM 2588
OUT_942,2,1,0,0,1,1,0,0,0,0,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Kribbella,Kribbella catacumbae
OUT_943,1,0,0,0,1,1,0,0,1,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,uncultured Hyphomicrobiaceae bacterium
OUT_944,0,1,0,3,1,0,0,0,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. B-jedd
OUT_945,0,0,0,1,1,1,0,1,0,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Skermanella,uncultured Skermanella sp.
OUT_946,1,1,0,0,1,0,0,0,1,1,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,uncultured bacterium
OUT_947,1,0,0,2,1,0,0,0,1,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,uncultured bacterium
OUT_948,0,0,0,3,0,0,1,0,0,1,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinoplanes sp. RI44-Va104
OUT_949,0,0,0,3,0,0,1,1,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus taihuensis
OUT_950,0,0,1,0,1,0,2,0,1,0,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. R-36708
OUT_951,1,0,1,1,0,0,2,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingosinicella sp. THG-sc1
OUT_952,1,0,3,0,0,0,1,0,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,Herbaspirillum sp. B65
OUT_953,0,1,0,1,0,0,1,1,0,1,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. 45(2014)
OUT_954,1,0,0,2,0,0,0,2,0,0,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,uncultured soil bacterium
OUT_955,1,1,0,2,0,0,0,1,0,0,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium rivuli
OUT_956,1,1,0,0,0,1,0,1,1,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,Roseomonas sp. Sr43
OUT_957,0,0,1,0,0,1,1,0,1,1,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
OUT_958,1,0,1,0,2,0,0,1,0,0,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,Saccharothrix texasensis
OUT_959,1,1,0,0,0,1,2,0,0,0,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,uncultured bacterium
OUT_960,0,0,0,1,0,1,1,0,1,1,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. MUSC181T
OUT_961,0,1,1,1,0,0,0,1,1,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. D2-3-1-8.1
OUT_962,0,0,2,0,1,2,0,0,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,uncultured bacterium
OUT_963,2,1,0,0,0,0,0,1,1,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,uncultured compost bacterium
OUT_964,1,0,2,0,1,0,0,1,0,0,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,uncultured actinobacterium
OUT_965,0,0,0,0,0,2,2,0,1,0,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium sp. SW101
OUT_966,0,1,0,0,1,0,1,0,1,1,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Thermoactinomyces,Thermoactinomyces intermedius
OUT_967,0,1,0,2,0,0,0,1,1,0,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora sp. MBRL 34
